1770619171.256030 server started (20939): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1770619171.256099 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1770619171.256112 using libevent 2.1.12-stable select
1770619171.256127 using utf8proc 2.11.3
1770619171.256136 using ncurses 6.5 20240427
1770619171.289203 cmd_parse_build_commands 0:18 0:1: -q
1770619171.289206 cmd_parse_build_commands 0:18 1:0: send-keys
1770619171.289209 cmd_parse_build_commands 0:18 1:1: -l
1770619171.289212 cmd_parse_build_commands 0:18 1:2: --
1770619171.289216 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1770619171.289220 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1770619171.289223 cmd_parse_build_commands 0:20: c
1770619171.289226 cmd_parse_build_commands 0:21 0:0: copy-mode
1770619171.289230 cmd_parse_build_commands 0:21 0:1: -q
1770619171.289233 cmd_parse_build_commands 0:21 1:0: set-buffer
1770619171.289236 cmd_parse_build_commands 0:21 1:1: --
1770619171.289239 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1770619171.289243 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1770619171.289246 cmd_parse_build_commands 0:23: l
1770619171.289250 cmd_parse_build_commands 0:24 0:0: copy-mode
1770619171.289253 cmd_parse_build_commands 0:24 0:1: -q
1770619171.289256 cmd_parse_build_commands 0:24 1:0: set-buffer
1770619171.289260 cmd_parse_build_commands 0:24 1:1: --
1770619171.289263 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1770619171.289266 cmd_parse_build_commands 0:25: 
1770619171.289270 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1770619171.289273 cmd_parse_build_commands 0:27: C-h
1770619171.289277 cmd_parse_build_commands 0:28 0:0: copy-mode
1770619171.289280 cmd_parse_build_commands 0:28 0:1: -q
1770619171.289283 cmd_parse_build_commands 0:28 1:0: send-keys
1770619171.289287 cmd_parse_build_commands 0:28 1:1: -l
1770619171.289290 cmd_parse_build_commands 0:28 1:2: --
1770619171.289293 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1770619171.289297 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1770619171.289300 cmd_parse_build_commands 0:30: h
1770619171.289304 cmd_parse_build_commands 0:31 0:0: copy-mode
1770619171.289307 cmd_parse_build_commands 0:31 0:1: -q
1770619171.289310 cmd_parse_build_commands 0:31 1:0: set-buffer
1770619171.289314 cmd_parse_build_commands 0:31 1:1: --
1770619171.289317 cmd_parse_build_commands 0:31 1:2: #{q:mouse_hyperlink}
1770619171.289320 cmd_parse_build_commands 0:32: 
1770619171.289324 cmd_parse_build_commands 0:33: Horizontal Split
1770619171.289327 cmd_parse_build_commands 0:34: h
1770619171.289331 cmd_parse_build_commands 0:35 0:0: split-window
1770619171.289338 cmd_parse_build_commands 0:35 0:1: -h
1770619171.289342 cmd_parse_build_commands 0:36: Vertical Split
1770619171.289345 cmd_parse_build_commands 0:37: v
1770619171.289349 cmd_parse_build_commands 0:38 0:0: split-window
1770619171.289352 cmd_parse_build_commands 0:38 0:1: -v
1770619171.289355 cmd_parse_build_commands 0:39: 
1770619171.289359 cmd_parse_build_commands 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1770619171.289362 cmd_parse_build_commands 0:41: u
1770619171.289366 cmd_parse_build_commands 0:42 0:0: swap-pane
1770619171.289369 cmd_parse_build_commands 0:42 0:1: -U
1770619171.289373 cmd_parse_build_commands 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1770619171.289376 cmd_parse_build_commands 0:44: d
1770619171.289380 cmd_parse_build_commands 0:45 0:0: swap-pane
1770619171.289383 cmd_parse_build_commands 0:45 0:1: -D
1770619171.289387 cmd_parse_build_commands 0:46: #{?pane_marked_set,,-}Swap Marked
1770619171.289391 cmd_parse_build_commands 0:47: s
1770619171.289395 cmd_parse_build_commands 0:48 0:0: swap-pane
1770619171.289399 cmd_parse_build_commands 0:49: 
1770619171.289404 cmd_parse_build_commands 0:50: Kill
1770619171.289408 cmd_parse_build_commands 0:51: X
1770619171.289417 cmd_parse_build_commands 0:52 0:0: kill-pane
1770619171.289422 cmd_parse_build_commands 0:53: Respawn
1770619171.289426 cmd_parse_build_commands 0:54: R
1770619171.289429 cmd_parse_build_commands 0:55 0:0: respawn-pane
1770619171.289433 cmd_parse_build_commands 0:55 0:1: -k
1770619171.289437 cmd_parse_build_commands 0:56: #{?pane_marked,Unmark,Mark}
1770619171.289440 cmd_parse_build_commands 0:57: m
1770619171.289444 cmd_parse_build_commands 0:58 0:0: select-pane
1770619171.289449 cmd_parse_build_commands 0:58 0:1: -m
1770619171.289453 cmd_parse_build_commands 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1770619171.289457 cmd_parse_build_commands 0:60: z
1770619171.289462 cmd_parse_build_commands 0:61 0:0: resize-pane
1770619171.289469 cmd_parse_build_commands 0:61 0:1: -Z
1770619171.289476 cmd_parse_build_commands 0:0: send
1770619171.289479 cmd_parse_build_commands 0:1: -X
1770619171.289483 cmd_parse_build_commands 0:2: history-top
1770619171.289487 args_parse_flags: next -X
1770619171.289491 args_parse_flags: -X
1770619171.289494 args_parse_flags: next history-top
1770619171.289497 args_parse: flags end at 2 of 3
1770619171.289501 args_parse: 2 = history-top (type STRING)
1770619171.289506 cmd_parse_build_commands: send-keys -X history-top
1770619171.289510 cmd_parse_build_commands 0:0: send
1770619171.289514 cmd_parse_build_commands 0:1: -X
1770619171.289517 cmd_parse_build_commands 0:2: history-bottom
1770619171.289521 args_parse_flags: next -X
1770619171.289525 args_parse_flags: -X
1770619171.289528 args_parse_flags: next history-bottom
1770619171.289531 args_parse: flags end at 2 of 3
1770619171.289535 args_parse: 2 = history-bottom (type STRING)
1770619171.289540 cmd_parse_build_commands: send-keys -X history-bottom
1770619171.289544 cmd_parse_build_commands 0:0: if
1770619171.289548 cmd_parse_build_commands 0:1: -F
1770619171.289551 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1770619171.289555 cmd_parse_build_commands 0:3: copy-mode -t=
1770619171.289558 cmd_parse_build_commands 1:0: send
1770619171.289561 cmd_parse_build_commands 1:1: -Xt=
1770619171.289565 cmd_parse_build_commands 1:2: search-backward
1770619171.289568 cmd_parse_build_commands 1:3: --
1770619171.289571 cmd_parse_build_commands 1:4: #{q:mouse_word}
1770619171.289575 args_parse_flags: next -F
1770619171.289579 args_parse_flags: -F
1770619171.289582 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1770619171.289586 args_parse: flags end at 2 of 4
1770619171.289590 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1770619171.289594 args_parse: 3 = copy-mode -t= (type STRING)
1770619171.289601 args_parse_flags: next -Xt=
1770619171.289608 args_parse_flags: -X
1770619171.289611 args_parse_flag_argument: -t = =
1770619171.289620 args_parse_flags: next search-backward
1770619171.289630 args_parse: flags end at 2 of 5
1770619171.289633 args_parse: 2 = search-backward (type STRING)
1770619171.289637 args_parse: 3 = -- (type STRING)
1770619171.289640 args_parse: 4 = #{q:mouse_word} (type STRING)
1770619171.289653 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}"
1770619171.289657 cmd_parse_build_commands 0:0: copy-mode
1770619171.289660 cmd_parse_build_commands 0:1: -q
1770619171.289664 cmd_parse_build_commands 1:0: send-keys
1770619171.289667 cmd_parse_build_commands 1:1: -l
1770619171.289670 cmd_parse_build_commands 1:2: --
1770619171.289674 cmd_parse_build_commands 1:3: #{q:mouse_word}
1770619171.289677 args_parse_flags: next -q
1770619171.289681 args_parse_flags: -q
1770619171.289684 args_parse: flags end at 2 of 2
1770619171.289689 args_parse_flags: next -l
1770619171.289692 args_parse_flags: -l
1770619171.289695 args_parse_flags: next --
1770619171.289698 args_parse: flags end at 3 of 4
1770619171.289702 args_parse: 3 = #{q:mouse_word} (type STRING)
1770619171.289708 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1770619171.289712 cmd_parse_build_commands 0:0: copy-mode
1770619171.289715 cmd_parse_build_commands 0:1: -q
1770619171.289719 cmd_parse_build_commands 1:0: set-buffer
1770619171.289722 cmd_parse_build_commands 1:1: --
1770619171.289725 cmd_parse_build_commands 1:2: #{q:mouse_word}
1770619171.289729 args_parse_flags: next -q
1770619171.289732 args_parse_flags: -q
1770619171.289736 args_parse: flags end at 2 of 2
1770619171.289740 args_parse_flags: next --
1770619171.289744 args_parse: flags end at 2 of 3
1770619171.289747 args_parse: 2 = #{q:mouse_word} (type STRING)
1770619171.289752 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1770619171.289756 cmd_parse_build_commands 0:0: copy-mode
1770619171.289760 cmd_parse_build_commands 0:1: -q
1770619171.289763 cmd_parse_build_commands 1:0: set-buffer
1770619171.289766 cmd_parse_build_commands 1:1: --
1770619171.289770 cmd_parse_build_commands 1:2: #{q:mouse_line}
1770619171.289774 args_parse_flags: next -q
1770619171.289777 args_parse_flags: -q
1770619171.289780 args_parse: flags end at 2 of 2
1770619171.289785 args_parse_flags: next --
1770619171.289788 args_parse: flags end at 2 of 3
1770619171.289791 args_parse: 2 = #{q:mouse_line} (type STRING)
1770619171.289797 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1770619171.289801 cmd_parse_build_commands 0:0: copy-mode
1770619171.289804 cmd_parse_build_commands 0:1: -q
1770619171.289807 cmd_parse_build_commands 1:0: send-keys
1770619171.289811 cmd_parse_build_commands 1:1: -l
1770619171.289814 cmd_parse_build_commands 1:2: --
1770619171.289817 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1770619171.289821 args_parse_flags: next -q
1770619171.289824 args_parse_flags: -q
1770619171.289827 args_parse: flags end at 2 of 2
1770619171.289832 args_parse_flags: next -l
1770619171.289835 args_parse_flags: -l
1770619171.289838 args_parse_flags: next --
1770619171.289842 args_parse: flags end at 3 of 4
1770619171.289845 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1770619171.289852 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1770619171.289856 cmd_parse_build_commands 0:0: copy-mode
1770619171.289859 cmd_parse_build_commands 0:1: -q
1770619171.289862 cmd_parse_build_commands 1:0: set-buffer
1770619171.289866 cmd_parse_build_commands 1:1: --
1770619171.289869 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1770619171.289873 args_parse_flags: next -q
1770619171.289876 args_parse_flags: -q
1770619171.289879 args_parse: flags end at 2 of 2
1770619171.289884 args_parse_flags: next --
1770619171.289887 args_parse: flags end at 2 of 3
1770619171.289891 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1770619171.289896 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1770619171.289901 cmd_parse_build_commands 0:0: split-window
1770619171.289910 cmd_parse_build_commands 0:1: -h
1770619171.289915 args_parse_flags: next -h
1770619171.289918 args_parse_flags: -h
1770619171.289921 args_parse: flags end at 2 of 2
1770619171.289926 cmd_parse_build_commands: split-window -h
1770619171.289930 cmd_parse_build_commands 0:0: split-window
1770619171.289933 cmd_parse_build_commands 0:1: -v
1770619171.289938 args_parse_flags: next -v
1770619171.289941 args_parse_flags: -v
1770619171.289944 args_parse: flags end at 2 of 2
1770619171.289948 cmd_parse_build_commands: split-window -v
1770619171.289953 cmd_parse_build_commands 0:0: swap-pane
1770619171.289956 cmd_parse_build_commands 0:1: -U
1770619171.289960 args_parse_flags: next -U
1770619171.289964 args_parse_flags: -U
1770619171.289967 args_parse: flags end at 2 of 2
1770619171.289971 cmd_parse_build_commands: swap-pane -U
1770619171.289975 cmd_parse_build_commands 0:0: swap-pane
1770619171.289979 cmd_parse_build_commands 0:1: -D
1770619171.289983 args_parse_flags: next -D
1770619171.289986 args_parse_flags: -D
1770619171.289989 args_parse: flags end at 2 of 2
1770619171.289994 cmd_parse_build_commands: swap-pane -D
1770619171.289998 cmd_parse_build_commands 0:0: swap-pane
1770619171.290002 args_parse: flags end at 1 of 1
1770619171.290006 cmd_parse_build_commands: swap-pane
1770619171.290010 cmd_parse_build_commands 0:0: kill-pane
1770619171.290014 args_parse: flags end at 1 of 1
1770619171.290017 cmd_parse_build_commands: kill-pane
1770619171.290021 cmd_parse_build_commands 0:0: respawn-pane
1770619171.290025 cmd_parse_build_commands 0:1: -k
1770619171.290029 args_parse_flags: next -k
1770619171.290032 args_parse_flags: -k
1770619171.290036 args_parse: flags end at 2 of 2
1770619171.290040 cmd_parse_build_commands: respawn-pane -k
1770619171.290044 cmd_parse_build_commands 0:0: select-pane
1770619171.290047 cmd_parse_build_commands 0:1: -m
1770619171.290052 args_parse_flags: next -m
1770619171.290055 args_parse_flags: -m
1770619171.290058 args_parse: flags end at 2 of 2
1770619171.290063 cmd_parse_build_commands: select-pane -m
1770619171.290067 cmd_parse_build_commands 0:0: resize-pane
1770619171.290070 cmd_parse_build_commands 0:1: -Z
1770619171.290074 args_parse_flags: next -Z
1770619171.290078 args_parse_flags: -Z
1770619171.290081 args_parse: flags end at 2 of 2
1770619171.290085 cmd_parse_build_commands: resize-pane -Z
1770619171.290089 args_parse_flags: next -t=
1770619171.290092 args_parse_flag_argument: -t = =
1770619171.290096 args_parse_flags: next -xM
1770619171.290099 args_parse_flag_argument: -x = M
1770619171.290102 args_parse_flags: next -yM
1770619171.290106 args_parse_flag_argument: -y = M
1770619171.290109 args_parse_flags: next -T
1770619171.290113 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1770619171.290116 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1770619171.290120 args_parse: flags end at 6 of 62
1770619171.290124 args_parse: 6 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1770619171.290127 args_parse: 7 = < (type STRING)
1770619171.290132 args_parse: 8 = send-keys -X history-top (type COMMANDS)
1770619171.290137 args_parse: 9 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1770619171.290140 args_parse: 10 = > (type STRING)
1770619171.290146 args_parse: 11 = send-keys -X history-bottom (type COMMANDS)
1770619171.290149 args_parse: 12 =  (type STRING)
1770619171.290153 args_parse: 13 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1770619171.290157 args_parse: 14 = C-r (type STRING)
1770619171.290169 args_parse: 15 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" (type COMMANDS)
1770619171.290173 args_parse: 16 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1770619171.290177 args_parse: 17 = C-y (type STRING)
1770619171.290183 args_parse: 18 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1770619171.290188 args_parse: 19 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1770619171.290196 args_parse: 20 = c (type STRING)
1770619171.290202 args_parse: 21 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1770619171.290206 args_parse: 22 = #{?mouse_line,Copy Line,} (type STRING)
1770619171.290210 args_parse: 23 = l (type STRING)
1770619171.290215 args_parse: 24 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1770619171.290219 args_parse: 25 =  (type STRING)
1770619171.290223 args_parse: 26 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1770619171.290227 args_parse: 27 = C-h (type STRING)
1770619171.290233 args_parse: 28 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1770619171.290237 args_parse: 29 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1770619171.290241 args_parse: 30 = h (type STRING)
1770619171.290246 args_parse: 31 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1770619171.290250 args_parse: 32 =  (type STRING)
1770619171.290253 args_parse: 33 = Horizontal Split (type STRING)
1770619171.290257 args_parse: 34 = h (type STRING)
1770619171.290262 args_parse: 35 = split-window -h (type COMMANDS)
1770619171.290265 args_parse: 36 = Vertical Split (type STRING)
1770619171.290269 args_parse: 37 = v (type STRING)
1770619171.290273 args_parse: 38 = split-window -v (type COMMANDS)
1770619171.290277 args_parse: 39 =  (type STRING)
1770619171.290281 args_parse: 40 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1770619171.290284 args_parse: 41 = u (type STRING)
1770619171.290289 args_parse: 42 = swap-pane -U (type COMMANDS)
1770619171.290293 args_parse: 43 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1770619171.290296 args_parse: 44 = d (type STRING)
1770619171.290301 args_parse: 45 = swap-pane -D (type COMMANDS)
1770619171.290305 args_parse: 46 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1770619171.290308 args_parse: 47 = s (type STRING)
1770619171.290312 args_parse: 48 = swap-pane (type COMMANDS)
1770619171.290315 args_parse: 49 =  (type STRING)
1770619171.290319 args_parse: 50 = Kill (type STRING)
1770619171.290323 args_parse: 51 = X (type STRING)
1770619171.290327 args_parse: 52 = kill-pane (type COMMANDS)
1770619171.290331 args_parse: 53 = Respawn (type STRING)
1770619171.290334 args_parse: 54 = R (type STRING)
1770619171.290339 args_parse: 55 = respawn-pane -k (type COMMANDS)
1770619171.290343 args_parse: 56 = #{?pane_marked,Unmark,Mark} (type STRING)
1770619171.290346 args_parse: 57 = m (type STRING)
1770619171.290351 args_parse: 58 = select-pane -m (type COMMANDS)
1770619171.290355 args_parse: 59 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1770619171.290359 args_parse: 60 = z (type STRING)
1770619171.290363 args_parse: 61 = resize-pane -Z (type COMMANDS)
1770619171.290451 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1770619171.290460 args_parse_flags: next -n
1770619171.290463 args_parse_flags: -n
1770619171.290467 args_parse_flags: next M-MouseDown3Pane
1770619171.290470 args_parse: flags end at 2 of 4
1770619171.290474 args_parse: 2 = M-MouseDown3Pane (type STRING)
